DISTRICT,BLOCK_COUNT
000654,39
000655,201
000660,1400
000662,24
000665,132
000666,61
000667,40
000668,20
000670,1249
000671,22
000675,187
000680,869
000681,32
000682,222
000685,24
000690,995
000692,303
000695,347
000698,47
000700,1034
000701,11
000702,175
000703,14
000704,41
000705,163
000706,36
000707,90
000708,53
000709,16
000710,903
000711,66
000712,118
000713,12
000714,155
000715,191
000716,60
000717,18
000718,39
000719,8
000720,985
000721,160
000722,134
000723,10
000724,73
000725,131
000726,31
000728,195
000730,824
000731,60
000732,134
000734,43
000735,147
000738,22
000740,813
000741,27
000742,138
000744,23
000745,66
000748,30
000750,780
000751,113
000752,112
000755,69
000760,963
000761,131
000762,78
000763,22
000764,30
000765,212
000766,19
000767,162
000768,20
000770,899
000771,24
000772,122
000775,85
000776,28
000778,8
000779,35
000780,873
000781,14
000782,113
000785,112
000786,135
000790,745
000791,25
000792,207
000795,137
000796,47
000800,704
000801,31
000802,108
000803,46
000804,11
000805,31
000806,76
000807,229
000808,98
000809,14
000810,727
000811,147
000812,84
000813,22
000814,33
000815,210
000816,26
000817,28
000818,36
000819,25
000820,869
000821,14
000822,53
000823,35
000824,26
000825,141
000826,159
000827,39
000828,50
000829,36
000830,919
000831,126
000832,37
000833,26
000834,4
000835,173
000836,20
000837,38
000838,24
000839,7
000840,1076
000841,28
000843,18
000845,135
000849,19
000850,1256
000851,40
000852,11
000853,8
000855,28
000856,6
000860,1118
000861,18
000862,148
000864,14
000865,111
000870,640
000871,40
000872,64
000875,71
000880,817
000881,99
000885,105
000887,28
000890,659
000891,18
000892,41
000895,93
000898,125
000900,606
000901,34
000902,40
000903,9
000904,11
000905,76
000906,16
000907,21
000908,18
000909,10
000910,723
000911,34
000912,144
000913,8
000914,32
000915,139
000916,2
000917,25
000918,19
000919,31
000920,701
000922,67
000924,87
000925,80
000926,19
000927,16
000928,40
000930,703
000931,29
000932,113
000933,10
000935,168
000936,12
000940,764
000942,90
000945,110
000950,867
000955,134
000960,874
000961,66
000965,99
000966,27
000970,797
000972,45
000974,29
000975,151
000980,776
000985,233
000990,444
000992,20
000995,344
000996,6
001000,643
001001,8
001002,38
001003,6
001004,10
001005,352
001006,29
001007,6
001008,6
001009,7
001010,565
001011,62
001012,46
001013,7
001014,7
001015,191
001016,92
001017,6
001018,6
001019,5
001020,709
001021,54
001022,70
001023,6
001024,4
001025,124
001026,27
001027,9
001028,13
001029,14
001030,481
001031,16
001032,24
001035,241
001036,20
001040,721
001041,70
001045,73
001050,465
001051,21
001052,36
001054,38
001055,200
001057,9
001058,39
001060,664
001061,18
001062,71
001065,83
001068,106
001069,14
001070,458
001072,277
001073,10
001075,176
001080,368
001081,19
001082,125
001083,56
001084,18
001085,35
001086,30
001087,25
001088,10
001089,42
001090,395
001091,45
001092,72
001095,76
001098,9
001100,504
001101,21
001102,6
001103,11
001104,9
001105,174
001106,7
001107,8
001108,52
001109,9
001110,458
001111,194
001112,9
001113,18
001114,11
001115,133
001116,9
001117,10
001118,41
001119,11
001120,499
001123,7
001125,135
001128,10
001130,564
001133,40
001135,125
001136,27
001140,453
001143,65
001144,11
001145,101
001146,114
001148,45
001150,382
001155,219
001160,383
001165,260
001170,447
001175,208
001180,470
001184,30
001185,226
001187,27
001190,593
001195,54
001200,686
001201,9
001202,8
001203,9
001204,8
001205,82
001206,8
001207,13
001208,7
001209,42
001210,689
001211,8
001212,10
001213,7
001214,8
001215,42
001216,10
001217,9
001218,8
001219,7
001220,736
001221,6
001222,66
001223,12
001224,8
001225,125
001230,609
001235,67
001240,706
001241,51
001245,215
001250,617
001251,42
001255,226
001256,39
001257,43
001258,51
001260,596
001262,42
001263,49
001270,477
001272,91
001275,156
001279,72
001280,542
001282,56
001285,69
001287,40
001288,50
001290,681
001292,48
001294,40
001295,41
001296,63
001300,494
001301,95
001302,77
001303,21
001304,38
001305,107
001306,15
001307,69
001308,42
001309,6
001310,556
001311,84
001312,71
001313,90
001314,33
001315,71
001316,139
001317,53
001318,33
001319,16
001320,616
001321,76
001322,48
001323,30
001324,35
001325,72
001326,61
001328,33
001330,604
001331,26
001332,143
001335,44
001336,21
001337,32
001338,87
001340,598
001341,17
001342,61
001344,18
001345,37
001346,27
001348,45
001350,663
001351,48
001352,33
001355,64
001356,15
001360,360
001361,78
001362,24
001365,57
001368,57
001370,639
001371,15
001372,48
001374,20
001375,150
001376,30
001378,44
001380,524
001381,28
001382,38
001383,22
001384,46
001385,103
001386,8
001389,34
001390,707
001392,44
001393,23
001395,47
001396,28
001398,66
001399,36
001400,456
001401,26
001402,69
001403,43
001404,16
001405,177
001406,35
001407,19
001408,5
001409,47
001410,438
001411,40
001412,65
001413,13
001415,34
001416,34
001418,64
001419,38
001420,455
001423,28
001425,43
001426,18
001427,32
001428,11
001430,541
001431,55
001435,48
001438,61
001440,472
001442,37
001445,98
001448,28
001450,292
001451,17
001452,242
001454,97
001455,46
001460,429
001465,106
001470,377
001471,76
001472,24
001474,51
001475,26
001477,45
001480,287
001481,70
001485,71
001487,46
001490,242
001492,72
001495,49
001500,260
001501,11
001502,56
001503,14
001504,1
001505,87
001506,3
001507,23
001508,8
001509,9
001510,451
001511,7
001512,8
001513,8
001514,10
001515,97
001516,9
001517,6
001518,10
001519,9
001520,354
001525,240
001530,366
001531,20
001535,305
001540,345
001541,24
001550,351
001552,76
001555,17
001558,25
001560,307
001561,22
001565,82
001570,191
001571,36
001572,94
001574,68
001575,31
001576,50
001578,61
001579,21
001580,374
001590,210
001595,114
001600,328
001601,6
001602,8
001603,10
001604,11
001605,125
001606,5
001607,6
001608,6
001609,6
001610,395
001611,6
001612,8
001613,8
001614,12
001615,98
001616,74
001617,10
001618,12
001620,249
001622,52
001624,85
001625,155
001630,401
001631,27
001635,144
001636,33
001640,318
001641,96
001645,87
001646,34
001650,298
001651,46
001652,100
001660,223
001662,24
001665,39
001670,228
001672,106
001675,46
001678,53
001680,346
001682,81
001684,31
001688,18
001690,217
001692,117
001694,97
001699,6
001700,502
001701,8
001702,4
001703,37
001704,3
001705,79
001706,46
001707,11
001708,47
001709,9
001710,464
001711,7
001712,8
001713,10
001714,8
001715,100
001716,12
001717,6
001718,7
001719,5
001720,380
001721,8
001722,7
001723,8
001724,14
001725,98
001726,5
001727,6
001728,5
001729,9
001730,333
001731,10
001732,5
001735,63
001740,290
001741,31
001742,1
001745,14
001750,415
001755,70
001760,349
001762,71
001765,189
001766,40
001770,356
001772,71
001775,139
001776,85
001778,26
001780,225
001782,43
001785,160
001786,60
001790,260
001795,155
001799,23
001800,188
001802,47
001803,16
001805,74
001806,39
001807,11
001808,7
001810,213
001811,39
001812,20
001813,14
001814,18
001815,89
001816,33
001817,19
001818,47
001819,19
001820,213
001821,7
001822,81
001824,56
001825,40
001828,49
001829,20
001830,177
001831,24
001832,76
001835,26
001836,25
001838,29
001840,300
001845,133
001850,287
001851,44
001852,40
001860,274
001862,51
001865,38
001870,160
001875,109
001876,63
001880,267
001882,39
001884,56
001886,50
001890,348
001900,256
001901,40
001902,97
001903,9
001904,79
001905,70
001906,8
001907,12
001908,6
001909,16
001910,293
001911,35
001912,13
001913,6
001914,12
001915,38
001916,12
001917,47
001918,10
001919,17
001920,305
001921,28
001923,76
001925,52
001926,20
001929,34
001930,199
001931,73
001935,164
001938,59
001940,103
001941,65
001944,51
001945,132
001950,121
001951,37
001955,107
001956,6
001960,140
001965,54
001970,156
001975,35
001980,136
001981,42
001983,15
001985,22
001987,91
001989,72
001990,131
001995,246
001997,74
001998,51
002000,153
002001,18
002002,11
002004,10
002005,140
002006,8
002007,13
002008,6
002009,14
002010,139
002011,16
002015,82
002020,89
002022,40
002023,7
002025,183
002030,201
002032,6
002035,112
002040,39
002042,17
002043,48
002045,85
002050,66
002052,30
002055,48
002060,61
002061,49
002065,81
002070,203
002071,84
002072,31
002075,35
002080,49
002082,9
002085,85
002090,157
002091,5
002095,51
002097,26
002099,7
002100,130
002101,21
002102,21
002103,1
002104,25
002105,48
002106,23
002107,19
002108,17
002109,16
002110,155
002111,46
002112,8
002113,9
002114,10
002115,30
002116,8
002117,12
002118,6
002119,9
002120,110
002121,9
002122,93
002123,11
002124,23
002125,73
002126,11
002127,11
002128,12
002129,12
002130,203
002131,54
002132,6
002133,25
002134,22
002135,12
002136,6
002137,6
002138,5
002139,9
002140,278
002141,4
002142,43
002143,14
002144,17
002145,3
002150,108
002156,45
002160,180
002165,52
002166,28
002170,164
002173,28
002180,174
002183,28
002190,199
002195,164
002198,25
002200,102
002201,15
002202,13
002203,9
002204,9
002205,93
002206,8
002207,10
002208,6
002209,6
002210,128
002211,16
002212,6
002213,7
002214,11
002215,7
002216,6
002217,11
002218,5
002219,7
002220,122
002221,20
002222,7
002223,11
002224,12
002225,6
002226,8
002227,8
002228,11
002229,12
002230,121
002231,7
002235,56
002237,69
002240,81
002245,54
002250,38
002251,13
002252,23
002255,83
002260,99
002261,19
002268,26
002270,72
002272,63
002274,10
002275,67
002280,169
002290,56
002291,27
002292,38
002294,32
002295,38
002300,189
002301,11
002302,12
002303,13
002304,8
002305,26
002306,19
002307,7
002308,9
002309,11
002310,122
002311,10
002312,14
002313,23
002314,30
002315,153
002316,14
002317,18
002318,5
002319,10
002320,107
002321,74
002322,13
002323,45
002325,64
002327,37
002330,172
002331,7
002338,13
002340,136
002344,14
002345,45
002350,158
002351,13
002352,11
002357,3
002360,198
002362,7
002369,19
002370,168
002371,9
002372,18
002380,153
002381,44
002390,202
002400,171
002401,20
002402,39
002403,21
002404,48
002405,11
002406,63
002407,11
002408,21
002409,16
002410,150
002411,32
002412,8
002413,13
002414,9
002415,8
002416,7
002417,6
002418,3
002419,28
002420,122
002421,27
002425,44
002430,198
002440,107
002445,42
002450,114
002460,258
002465,21
002470,199
002478,62
002480,140
002488,17
002490,46
002491,5
002498,77
002500,121
002501,40
002502,4
002503,10
002504,17
002505,12
002506,10
002507,23
002508,6
002509,10
002510,114
002511,11
002512,12
002513,20
002514,12
002515,34
002516,9
002517,9
002518,11
002519,8
002520,127
002521,40
002522,5
002523,4
002524,7
002530,129
002540,132
002541,13
002550,97
002555,59
002560,144
002565,50
002570,84
002571,21
002576,10
002580,114
002581,10
002586,15
002590,155
002591,9
002595,35
002600,106
002601,8
002602,43
002603,4
002604,9
002605,63
002606,18
002607,13
002608,9
002609,7
002610,48
002611,6
002612,11
002613,8
002614,7
002615,27
002616,7
002617,6
002618,6
002619,6
002620,268
002621,6
002622,10
002623,34
002625,31
002630,199
002631,9
002635,48
002640,160
002641,16
002648,53
002650,138
002652,58
002655,51
002660,167
002670,176
002680,149
002685,45
002690,167
002700,155
002701,8
002702,4
002703,19
002704,6
002705,4
002706,13
002707,18
002708,6
002709,7
002710,116
002711,15
002712,6
002713,9
002714,5
002715,42
002716,20
002717,13
002718,7
002719,42
002720,49
002721,1
002722,1
002723,7
002725,44
002730,176
002740,93
002742,18
002745,43
002748,44
002750,102
002755,108
002760,71
002762,65
002765,25
002770,171
002775,50
002780,232
002783,31
002785,32
002787,61
002790,101
002795,18
002800,137
002801,65
002802,16
002803,19
002804,11
002805,105
002806,6
002807,7
002808,10
002809,10
002810,73
002811,5
002812,39
002813,7
002814,7
002815,50
002816,5
002817,8
002818,7
002820,88
002821,27
002825,52
002827,29
002830,164
002835,11
002840,105
002845,54
002850,87
002851,37
002852,17
002860,68
002863,7
002866,13
002870,87
002880,78
002881,28
002885,60
002890,60
002895,17
002900,84
002901,11
002902,10
002903,11
002904,14
002905,5
002906,5
002907,7
002908,12
002909,8
002910,121
002911,15
002912,41
002913,13
002914,10
002915,6
002916,15
002917,6
002918,6
002920,107
002921,14
002924,30
002928,18
002930,98
002935,27
002940,79
002950,134
002953,24
002956,45
002960,133
002961,32
002970,78
002971,12
002973,21
002980,86
002981,19
002985,51
002990,69
003000,90
003001,50
003002,10
003003,10
003004,10
003005,10
003006,9
003007,14
003008,16
003009,13
003010,125
003011,38
003012,11
003013,10
003014,8
003015,40
003016,13
003017,23
003020,88
003021,8
003025,16
003030,94
003031,19
003040,52
003043,21
003045,33
003048,21
003050,120
003051,51
003053,16
003058,47
003060,84
003063,24
003068,25
003070,63
003073,34
003075,38
003077,26
003078,22
003080,11
003083,24
003088,11
003090,26
003091,22
003095,53
003100,39
003101,28
003102,11
003103,19
003104,12
003105,12
003106,27
003107,41
003108,21
003109,16
003110,67
003111,14
003112,12
003113,11
003114,12
003115,11
003116,13
003117,10
003118,12
003119,18
003120,26
003121,24
003122,15
003125,14
003126,29
003130,12
003131,39
003132,31
003135,6
003136,51
003140,87
003141,30
003150,80
003151,11
003160,66
003161,42
003170,37
003180,70
003181,48
003190,11
003191,21
003193,19
003200,47
003201,4
003202,9
003203,6
003204,8
003205,5
003206,6
003207,11
003208,5
003209,12
003210,84
003211,11
003212,8
003213,5
003214,5
003215,9
003216,5
003217,7
003218,7
003219,9
003220,17
003221,35
003222,8
003223,35
003224,5
003225,29
003226,7
003227,6
003228,8
003229,3
003230,11
003231,6
003232,17
003233,33
003236,41
003237,10
003238,39
003240,138
003250,78
003255,12
003260,90
003270,31
003280,56
003290,48
003291,44
003300,61
003301,9
003302,10
003303,8
003304,9
003305,8
003306,7
003307,11
003308,6
003309,7
003310,77
003311,36
003312,15
003313,6
003314,19
003315,6
003316,10
003317,7
003318,7
003319,9
003320,50
003321,6
003322,8
003323,6
003324,7
003330,56
003340,108
003350,64
003360,73
003362,20
003365,21
003370,44
003371,10
003380,31
003382,35
003384,30
003390,44
003400,65
003401,10
003402,6
003403,7
003404,5
003405,8
003406,7
003407,6
003408,8
003409,10
003410,86
003411,6
003412,9
003413,7
003414,6
003415,4
003416,9
003417,9
003418,10
003419,12
003420,69
003421,7
003422,3
003423,12
003424,8
003425,12
003426,7
003427,4
003428,14
003429,8
003430,62
003431,8
003432,5
003433,6
003434,12
003435,3
003436,4
003437,5
003438,8
003439,8
003440,52
003441,9
003442,4
003445,18
003450,62
003455,25
003460,52
003470,22
003471,33
003480,42
003490,18
003491,68
003500,29
003501,10
003502,11
003503,10
003504,10
003505,8
003506,16
003507,15
003508,9
003509,13
003510,42
003511,41
003512,14
003513,7
003514,11
003515,11
003516,9
003517,7
003518,6
003519,6
003520,72
003521,11
003522,8
003523,8
003524,9
003525,8
003526,12
003527,12
003528,5
003529,10
003530,63
003531,16
003532,9
003540,56
003550,87
003551,27
003555,16
003560,7
003561,56
003565,47
003570,122
003580,159
003590,92
003600,101
003601,8
003602,8
003603,11
003604,8
003605,10
003606,9
003607,9
003608,12
003609,10
003610,87
003611,6
003612,7
003613,7
003614,7
003615,8
003616,12
003617,6
003618,10
003619,5
003620,66
003621,12
003622,10
003623,12
003624,9
003625,8
003626,11
003627,9
003628,17
003629,9
003630,81
003631,8
003632,16
003633,9
003634,6
003635,18
003636,7
003637,8
003638,10
003639,11
003640,65
003641,6
003646,28
003650,44
003652,39
003658,26
003660,44
003665,43
003670,71
003680,76
003685,8
003690,55
003700,134
003701,14
003702,10
003703,11
003704,12
003705,6
003706,12
003707,8
003708,8
003709,8
003710,105
003711,9
003712,13
003713,10
003714,14
003715,7
003716,12
003717,13
003718,10
003719,6
003720,93
003721,13
003730,67
003740,23
003750,18
003751,10
003760,23
003770,54
003780,78
003790,66
003800,49
003801,9
003802,17
003803,8
003804,7
003805,7
003806,18
003807,9
003808,11
003809,53
003810,45
003811,13
003812,34
003813,11
003814,9
003815,18
003816,7
003817,17
003818,10
003819,16
003820,65
003821,26
003825,22
003830,25
003831,17
003835,18
003840,65
003841,20
003845,24
003850,56
003855,17
003860,85
003861,21
003865,8
003870,62
003880,98
003890,21
003900,42
003901,8
003902,6
003903,7
003904,6
003905,7
003906,6
003907,10
003908,6
003909,7
003910,59
003911,7
003912,5
003913,11
003914,79
003915,9
003916,6
003917,7
003918,7
003919,9
003920,38
003921,41
003922,7
003923,8
003924,34
003925,17
003926,9
003927,9
003928,12
003929,10
003930,55
003931,10
003932,9
003933,6
003934,7
003935,12
003936,12
003937,11
003938,9
003939,7
003940,65
003941,26
003942,7
003943,7
003944,12
003945,13
003946,11
003950,51
003970,19
003975,10
003980,9
003990,13
004000,9
004001,19
004002,6
004003,16
004004,6
004005,11
004006,5
004007,7
004008,14
004009,13
004010,46
004011,10
004012,9
004013,12
004014,15
004015,8
004016,6
004017,7
004018,9
004019,10
004020,25
004021,10
004022,8
004023,9
004024,11
004025,11
004026,9
004027,7
004028,22
004029,7
004030,95
004031,20
004032,8
004033,9
004034,14
004035,11
004036,7
004037,15
004038,9
004039,5
004040,19
004041,14
004042,9
004043,4
004044,4
004045,4
004046,6
004047,12
004048,4
004049,9
004050,15
004051,5
004060,15
004070,10
004080,19
004090,16
0040P1,4
004100,11
004101,16
004102,14
004103,10
004104,7
004105,8
004106,30
004107,17
004108,6
004109,7
004110,28
004111,6
004112,8
004113,18
004114,17
004115,16
004116,7
004117,22
004118,4
004119,6
004120,22
004121,9
004122,4
004123,10
004124,8
004125,12
004126,5
004130,7
004140,14
004150,8
004160,22
004170,16
004180,34
004190,9
004191,5
004200,9
004201,17
004202,12
004203,11
004204,17
004205,9
004206,9
004207,17
004208,6
004209,21
004210,18
004211,12
004212,16
004213,16
004214,15
004215,9
004216,12
004217,8
004218,10
004219,22
004220,31
004221,5
004222,12
004223,7
004224,13
004225,8
004241,21
004245,12
004251,21
004255,9
004261,10
004271,36
004281,26
004291,12
004301,46
004302,9
004303,8
004304,6
004305,6
004306,5
004307,7
004308,6
004309,14
004310,12
004311,27
004312,7
004313,22
004314,14
004315,4
004316,10
004317,9
004318,11
004319,6
004320,8
004321,5
004322,8
004323,7
004324,7
004325,7
004330,9
004331,14
004341,5
004350,11
004361,18
004371,14
004380,11
004391,13
004400,9
004401,9
004402,15
004403,6
004404,6
004405,10
004406,7
004407,9
004408,6
004409,7
004410,25
004411,11
004412,8
004413,9
004414,8
004415,6
004416,6
004417,7
004418,7
004419,9
004420,12
004430,6
004440,7
004451,7
004461,9
004470,11
004480,5
004490,4
004500,6
004501,23
004502,20
004503,19
004504,12
004505,42
004506,44
004507,10
004508,16
004509,11
004510,17
004511,10
004512,38
004513,12
004514,9
004515,23
004516,6
004517,11
004518,29
004519,9
004520,29
004521,17
004522,9
004523,12
004524,22
004525,22
004530,6
004540,9
004550,9
004560,9
004570,7
004580,10
004590,20
004600,18
004601,5
004602,4
004603,5
004604,6
004605,5
004606,6
004607,7
004608,7
004609,5
004610,13
004611,6
004612,6
004613,5
004614,8
004615,9
004616,8
004617,9
004618,8
004619,8
004620,14
004621,6
004622,9
004623,9
004630,13
004640,14
004650,13
004670,9
004680,7
004690,11
004700,10
004701,14
004702,10
004703,15
004704,12
004705,5
004706,6
004707,7
004708,4
004709,10
004710,26
004711,8
004712,7
004713,8
004714,9
004721,16
004730,6
004741,21
004751,21
004780,24
004790,9
004800,20
004801,8
004802,7
004803,9
004804,10
004805,6
004806,6
004807,10
004808,6
004809,9
004810,43
004811,10
004812,10
004813,12
004814,9
004815,8
004816,18
004817,8
004818,6
004819,9
004820,26
004821,18
004822,5
004823,12
004830,19
004840,25
004850,29
004860,35
004870,30
004875,11
004880,21
004885,13
004890,30
004895,10
004900,31
004901,21
004904,6
004905,16
004907,15
004908,15
004909,18
004910,16
004911,14
004912,12
004914,7
004916,10
004917,13
004918,10
004919,9
004920,28
004921,14
004922,17
004930,16
004940,12
004950,5
004960,34
004971,27
004991,31
005001,27
005002,9
005003,7
005004,6
005005,13
005006,7
005007,11
005008,11
005009,10
005010,11
005011,4
005012,14
005013,7
005014,5
005015,5
005016,7
005017,10
005018,4
005019,6
005020,6
005021,8
005022,8
005023,6
005024,13
005025,5
005026,6
005027,9
005028,9
005029,8
005030,36
005041,37
005060,48
005071,18
005076,19
005081,50
005082,7
005090,5
005091,61
005095,4
005100,16
005101,31
005102,4
005105,7
005106,9
005107,6
005109,5
005110,40
005111,5
005112,6
005113,8
005114,14
005115,8
005116,6
005117,7
005118,6
005119,5
005120,13
005121,6
005122,6
005123,7
005124,16
005125,9
005126,7
005127,6
005128,9
005130,10
005131,20
005140,11
005141,8
005150,17
005151,21
005160,8
005161,13
005170,27
005181,43
005191,22
005201,21
005202,21
005203,16
005204,1
005205,9
005206,16
005207,3
005208,4
005209,5
005210,61
005211,5
005212,4
005213,8
005214,14
005215,12
005216,12
005217,7
005218,10
005219,5
005220,10
005221,18
005222,7
005223,7
005224,4
005225,17
005226,9
005227,8
005228,2
005230,12
005241,28
005261,5
005271,15
005281,6
005291,25
005301,18
005302,8
005303,9
005304,8
005305,10
005306,13
005307,6
005308,13
005309,5
005310,19
005311,6
005312,13
005313,8
005314,12
005315,9
005316,15
005317,15
005318,10
005319,7
005320,10
005321,32
005322,8
005323,2
005331,17
005341,29
005351,17
005370,59
005378,17
005382,27
005386,24
005390,13
005400,5
005401,10
005402,7
005403,10
005404,8
005405,5
005406,8
005407,16
005408,6
005409,8
005410,19
005411,7
005412,7
005413,8
005414,6
005415,7
005416,9
005417,6
005418,8
005419,8
005420,18
005421,7
005422,6
005430,25
005440,16
005450,11
005460,11
005470,17
005480,10
005490,7
005500,6
005501,9
005502,11
005503,8
005504,6
005505,7
005506,14
005507,9
005508,8
005509,10
005510,18
005511,8
005512,6
005513,7
005514,8
005515,8
005516,8
005517,7
005518,8
005519,5
005520,14
005521,15
005522,15
005523,9
005524,6
005525,10
005526,6
005527,11
005528,14
005529,8
005530,10
005540,8
005550,8
005560,6
005561,6
005570,7
005580,7
005590,4
005600,10
005601,19
005602,25
005603,9
005604,10
005605,5
005606,5
005607,14
005608,12
005609,15
005610,23
005611,15
005612,12
005613,12
005614,17
005615,10
005616,10
005617,12
005618,8
005619,15
005620,15
005621,7
005622,8
005623,12
005624,8
005625,5
005626,12
005627,9
005628,6
005629,5
005630,11
005631,9
005632,15
005633,12
005634,10
005635,7
005636,6
005637,9
005638,5
005639,8
005640,20
005641,17
005642,4
005650,4
005660,8
005670,12
005680,7
005681,6
005682,7
005683,23
005690,4
005700,21
005701,6
005702,6
005703,10
005704,9
005705,8
005706,9
005707,2
005708,14
005709,5
005710,21
005711,10
005712,9
005713,16
005714,9
005715,8
005716,8
005717,3
005718,6
005719,7
005720,13
005721,17
005722,14
005723,5
005724,4
005725,4
005726,5
005727,10
005728,4
005730,11
005740,7
005750,17
005760,15
005770,17
005780,4
005785,24
005788,19
005791,11
005795,24
005801,7
005802,3
005803,20
005804,12
005805,55
005806,14
005807,9
005808,18
005809,12
005810,8
005811,15
005812,41
005813,12
005814,8
005815,15
005816,8
005817,9
005818,16
005819,19
005820,8
005821,38
005822,8
005823,11
005824,21
005825,7
005826,10
005827,6
005828,20
005829,6
005830,23
005831,25
005832,2
005833,3
005834,4
005835,5
005836,5
005837,9
005838,3
005839,5
005840,27
005841,13
005842,10
005843,10
005844,3
005870,111
005880,36
005901,5
005902,7
005903,9
005904,10
005905,10
005906,7
005907,4
005908,6
005909,9
005910,14
005911,6
005912,4
005913,9
005914,5
005915,6
005916,15
005917,12
005918,8
005919,8
005920,98
005921,4
005922,6
005923,5
005924,5
005925,6
005940,93
