county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
ADAMS,ADAMS - 001430,Governor,,REP,Tom Corbett,0,,,
ADAMS,ADAMS - 001430,Governor,,REP,Tom Corbett,0,,,
ADAMS,ADAMS - 001430,Governor,,REP,Tom Corbett,0,,,
ADAMS,ADAMS - 001435,Governor,,REP,Tom Corbett,0,,,
ADAMS,ADAMS - 001440,Governor,,REP,Tom Corbett,0,,,
ADAMS,ADAMS - 001450,Governor,,REP,Tom Corbett,0,,,
ADAMS,ADAMS - 001460,Governor,,REP,Tom Corbett,0,,,
ADAMS,ADAMS - 001480,Governor,,REP,Tom Corbett,0,,,
ADAMS,ADAMS - 001490,Governor,,REP,Tom Corbett,0,,,
ADAMS,ADAMS - 001010,Governor,,DEM,Tom Wolf,90,,,
ADAMS,ADAMS - 001020,Governor,,DEM,Tom Wolf,128,,,
ADAMS,ADAMS - 001030,Governor,,DEM,Tom Wolf,60,,,
ADAMS,ADAMS - 001260,Governor,,DEM,Tom Wolf,4.97959183666,,,
ADAMS,ADAMS - 001040,Governor,,DEM,Tom Wolf,234.040816326436,,,
ADAMS,ADAMS - 001010,Governor,,DEM,Tom Wolf,4.97959183666,,,
ADAMS,ADAMS - 001050,Governor,,DEM,Tom Wolf,138,,,
ADAMS,ADAMS - 001060,Governor,,DEM,Tom Wolf,182,,,
ADAMS,ADAMS - 001070,Governor,,DEM,Tom Wolf,301,,,
ADAMS,ADAMS - 001320,Governor,,DEM,Tom Wolf,4.241935483854,,,
ADAMS,ADAMS - 001080,Governor,,DEM,Tom Wolf,258.758064516146,,,
ADAMS,ADAMS - 001080,Governor,,DEM,Tom Wolf,200,,,
ADAMS,ADAMS - 001090,Governor,,DEM,Tom Wolf,303,,,
ADAMS,ADAMS - 001100,Governor,,DEM,Tom Wolf,437,,,
ADAMS,ADAMS - 001110,Governor,,DEM,Tom Wolf,336,,,
ADAMS,ADAMS - 001120,Governor,,DEM,Tom Wolf,182,,,
ADAMS,ADAMS - 001130,Governor,,DEM,Tom Wolf,417,,,
ADAMS,ADAMS - 001140,Governor,,DEM,Tom Wolf,188,,,
ADAMS,ADAMS - 001150,Governor,,DEM,Tom Wolf,191,,,
ADAMS,ADAMS - 001160,Governor,,DEM,Tom Wolf,80,,,
ADAMS,ADAMS - 001170,Governor,,DEM,Tom Wolf,268,,,
ADAMS,ADAMS - 001180,Governor,,DEM,Tom Wolf,255,,,
ADAMS,ADAMS - 001190,Governor,,DEM,Tom Wolf,127,,,
ADAMS,ADAMS - 001200,Governor,,DEM,Tom Wolf,209,,,
ADAMS,ADAMS - 001120,Governor,,DEM,Tom Wolf,3.899999999961,,,
ADAMS,ADAMS - 001250,Governor,,DEM,Tom Wolf,3.899999999961,,,
ADAMS,ADAMS - 001220,Governor,,DEM,Tom Wolf,222.299999999883,,,
ADAMS,ADAMS - 001210,Governor,,DEM,Tom Wolf,120.899999999844,,,
ADAMS,ADAMS - 001230,Governor,,DEM,Tom Wolf,285,,,
ADAMS,ADAMS - 001120,Governor,,DEM,Tom Wolf,7.17948717948,,,
ADAMS,ADAMS - 001250,Governor,,DEM,Tom Wolf,143.58974358988,,,
ADAMS,ADAMS - 001240,Governor,,DEM,Tom Wolf,118.46153846156,,,
ADAMS,ADAMS - 001140,Governor,,DEM,Tom Wolf,10.76923076936,,,
ADAMS,ADAMS - 001260,Governor,,DEM,Tom Wolf,311,,,
ADAMS,ADAMS - 001270,Governor,,DEM,Tom Wolf,265,,,
ADAMS,ADAMS - 001280,Governor,,DEM,Tom Wolf,128,,,
ADAMS,ADAMS - 001300,Governor,,DEM,Tom Wolf,51.210144927539,,,
ADAMS,ADAMS - 001310,Governor,,DEM,Tom Wolf,6.920289855078,,,
ADAMS,ADAMS - 001290,Governor,,DEM,Tom Wolf,131.485507246291,,,
ADAMS,ADAMS - 001460,Governor,,DEM,Tom Wolf,1.384057971092,,,
ADAMS,ADAMS - 001310,Governor,,DEM,Tom Wolf,260,,,
ADAMS,ADAMS - 001320,Governor,,DEM,Tom Wolf,150.520000000053,,,
ADAMS,ADAMS - 001080,Governor,,DEM,Tom Wolf,8.479999999947,,,
ADAMS,ADAMS - 001330,Governor,,DEM,Tom Wolf,144,,,
ADAMS,ADAMS - 001340,Governor,,DEM,Tom Wolf,191,,,
ADAMS,ADAMS - 001350,Governor,,DEM,Tom Wolf,176,,,
ADAMS,ADAMS - 001360,Governor,,DEM,Tom Wolf,99,,,
ADAMS,ADAMS - 001370,Governor,,DEM,Tom Wolf,311,,,
ADAMS,ADAMS - 001380,Governor,,DEM,Tom Wolf,270,,,
ADAMS,ADAMS - 001385,Governor,,DEM,Tom Wolf,196,,,
ADAMS,ADAMS - 001390,Governor,,DEM,Tom Wolf,285,,,
ADAMS,ADAMS - 001400,Governor,,DEM,Tom Wolf,172,,,
ADAMS,ADAMS - 001410,Governor,,DEM,Tom Wolf,174,,,
ADAMS,ADAMS - 001425,Governor,,DEM,Tom Wolf,257,,,
ADAMS,ADAMS - 001427,Governor,,DEM,Tom Wolf,355,,,
ADAMS,ADAMS - 001310,Governor,,DEM,Tom Wolf,2.924491097736,,,
ADAMS,ADAMS - 001430,Governor,,DEM,Tom Wolf,166.636363636392,,,
ADAMS,ADAMS - 001430,Governor,,DEM,Tom Wolf,142.439145265872,,,
ADAMS,ADAMS - 001430,Governor,,DEM,Tom Wolf,98.081632652925,,,
ADAMS,ADAMS - 001435,Governor,,DEM,Tom Wolf,168.918367347075,,,
ADAMS,ADAMS - 001440,Governor,,DEM,Tom Wolf,356,,,
ADAMS,ADAMS - 001450,Governor,,DEM,Tom Wolf,244,,,
ADAMS,ADAMS - 001460,Governor,,DEM,Tom Wolf,205,,,
ADAMS,ADAMS - 001480,Governor,,DEM,Tom Wolf,247,,,
ADAMS,ADAMS - 001490,Governor,,DEM,Tom Wolf,40,,,
ADAMS,ADAMS - 001010,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001020,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001030,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001260,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001040,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001010,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001050,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001060,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001070,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001320,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001080,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001080,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001090,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001100,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001110,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001120,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001130,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001140,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001150,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001160,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001170,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001180,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001190,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001200,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001120,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001250,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001220,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001210,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001230,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001120,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001250,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001240,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001140,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001260,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001270,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001280,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001300,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001310,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001290,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001460,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001310,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001320,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001080,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001330,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001340,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001350,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001360,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001370,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001380,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001385,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001390,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001400,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001410,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001425,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001427,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001310,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001430,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001430,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001430,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001435,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001440,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001450,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001460,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001480,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001490,Governor,,DEM,Tom Wolf,0,,,
ADAMS,ADAMS - 001010,U.S. House,4,REP,Scott Perry,166,,,
ADAMS,ADAMS - 001020,U.S. House,4,REP,Scott Perry,193,,,
ADAMS,ADAMS - 001030,U.S. House,4,REP,Scott Perry,124,,,
ADAMS,ADAMS - 001260,U.S. House,4,REP,Scott Perry,9.87755102026,,,
ADAMS,ADAMS - 001040,U.S. House,4,REP,Scott Perry,464.244897958996,,,
ADAMS,ADAMS - 001010,U.S. House,4,REP,Scott Perry,9.87755102026,,,
ADAMS,ADAMS - 001050,U.S. House,4,REP,Scott Perry,237,,,
ADAMS,ADAMS - 001060,U.S. House,4,REP,Scott Perry,335,,,
ADAMS,ADAMS - 001070,U.S. House,4,REP,Scott Perry,682,,,
ADAMS,ADAMS - 001320,U.S. House,4,REP,Scott Perry,7.98387096771,,,
ADAMS,ADAMS - 001080,U.S. House,4,REP,Scott Perry,487.01612903229,,,
ADAMS,ADAMS - 001080,U.S. House,4,REP,Scott Perry,364,,,
ADAMS,ADAMS - 001090,U.S. House,4,REP,Scott Perry,588,,,
ADAMS,ADAMS - 001100,U.S. House,4,REP,Scott Perry,851,,,
ADAMS,ADAMS - 001110,U.S. House,4,REP,Scott Perry,488,,,
ADAMS,ADAMS - 001120,U.S. House,4,REP,Scott Perry,387,,,
ADAMS,ADAMS - 001130,U.S. House,4,REP,Scott Perry,630,,,
ADAMS,ADAMS - 001140,U.S. House,4,REP,Scott Perry,273,,,
ADAMS,ADAMS - 001150,U.S. House,4,REP,Scott Perry,360,,,
ADAMS,ADAMS - 001160,U.S. House,4,REP,Scott Perry,147,,,
ADAMS,ADAMS - 001170,U.S. House,4,REP,Scott Perry,559,,,
ADAMS,ADAMS - 001180,U.S. House,4,REP,Scott Perry,522,,,
ADAMS,ADAMS - 001190,U.S. House,4,REP,Scott Perry,240,,,
ADAMS,ADAMS - 001200,U.S. House,4,REP,Scott Perry,600,,,
ADAMS,ADAMS - 001120,U.S. House,4,REP,Scott Perry,2.844444444416,,,
ADAMS,ADAMS - 001250,U.S. House,4,REP,Scott Perry,2.844444444416,,,
ADAMS,ADAMS - 001220,U.S. House,4,REP,Scott Perry,162.133333333248,,,
ADAMS,ADAMS - 001210,U.S. House,4,REP,Scott Perry,88.177777777664,,,
ADAMS,ADAMS - 001230,U.S. House,4,REP,Scott Perry,167,,,
ADAMS,ADAMS - 001120,U.S. House,4,REP,Scott Perry,7.205128205121,,,
ADAMS,ADAMS - 001250,U.S. House,4,REP,Scott Perry,144.102564102701,,,
ADAMS,ADAMS - 001240,U.S. House,4,REP,Scott Perry,118.884615384637,,,
ADAMS,ADAMS - 001140,U.S. House,4,REP,Scott Perry,10.807692307822,,,
ADAMS,ADAMS - 001260,U.S. House,4,REP,Scott Perry,648,,,
ADAMS,ADAMS - 001270,U.S. House,4,REP,Scott Perry,488,,,
ADAMS,ADAMS - 001280,U.S. House,4,REP,Scott Perry,267,,,
ADAMS,ADAMS - 001300,U.S. House,4,REP,Scott Perry,168.91304347827,,,
ADAMS,ADAMS - 001310,U.S. House,4,REP,Scott Perry,22.82608695654,,,
ADAMS,ADAMS - 001290,U.S. House,4,REP,Scott Perry,433.69565217363,,,
ADAMS,ADAMS - 001460,U.S. House,4,REP,Scott Perry,4.56521739156,,,
ADAMS,ADAMS - 001310,U.S. House,4,REP,Scott Perry,735,,,
ADAMS,ADAMS - 001320,U.S. House,4,REP,Scott Perry,285.893333333434,,,
ADAMS,ADAMS - 001080,U.S. House,4,REP,Scott Perry,16.106666666566,,,
ADAMS,ADAMS - 001330,U.S. House,4,REP,Scott Perry,408,,,
ADAMS,ADAMS - 001340,U.S. House,4,REP,Scott Perry,400,,,
ADAMS,ADAMS - 001350,U.S. House,4,REP,Scott Perry,204,,,
ADAMS,ADAMS - 001360,U.S. House,4,REP,Scott Perry,182,,,
ADAMS,ADAMS - 001370,U.S. House,4,REP,Scott Perry,768,,,
ADAMS,ADAMS - 001380,U.S. House,4,REP,Scott Perry,408,,,
ADAMS,ADAMS - 001385,U.S. House,4,REP,Scott Perry,516,,,
ADAMS,ADAMS - 001390,U.S. House,4,REP,Scott Perry,549,,,
ADAMS,ADAMS - 001400,U.S. House,4,REP,Scott Perry,335,,,
ADAMS,ADAMS - 001410,U.S. House,4,REP,Scott Perry,254,,,
ADAMS,ADAMS - 001425,U.S. House,4,REP,Scott Perry,455,,,
ADAMS,ADAMS - 001427,U.S. House,4,REP,Scott Perry,555,,,
ADAMS,ADAMS - 001310,U.S. House,4,REP,Scott Perry,7.236240793116,,,
ADAMS,ADAMS - 001430,U.S. House,4,REP,Scott Perry,412.318181818252,,,
ADAMS,ADAMS - 001430,U.S. House,4,REP,Scott Perry,352.445577388632,,,
ADAMS,ADAMS - 001430,U.S. House,4,REP,Scott Perry,192.4897959181,,,
ADAMS,ADAMS - 001435,U.S. House,4,REP,Scott Perry,331.5102040819,,,
ADAMS,ADAMS - 001440,U.S. House,4,REP,Scott Perry,580,,,
ADAMS,ADAMS - 001450,U.S. House,4,REP,Scott Perry,451,,,
ADAMS,ADAMS - 001460,U.S. House,4,REP,Scott Perry,427,,,
ADAMS,ADAMS - 001480,U.S. House,4,REP,Scott Perry,675,,,
ADAMS,ADAMS - 001490,U.S. House,4,REP,Scott Perry,84,,,
ADAMS,ADAMS - 001010,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001020,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001030,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001260,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001040,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001010,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001050,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001060,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001070,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001320,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001080,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001080,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001090,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001100,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001110,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001120,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001130,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001140,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001150,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001160,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001170,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001180,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001190,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001200,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001120,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001250,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001220,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001210,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001230,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001120,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001250,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001240,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001140,U.S. House,4,REP,Write-In,0,,,
ADAMS,ADAMS - 001260,U.S. House,4,REP,Write-In,0,,,
