county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
ADAMS,ADAMS - 001190,Supreme Court Retention - Thomas G Saylor,,YES,Yes,168,,,
ADAMS,ADAMS - 001190,Supreme Court Retention - Thomas G Saylor,,NO,No,72,,,
ADAMS,ADAMS - 001200,Supreme Court Retention - Thomas G Saylor,,YES,Yes,136,,,
ADAMS,ADAMS - 001200,Supreme Court Retention - Thomas G Saylor,,NO,No,68,,,
ADAMS,ADAMS - 001220,Supreme Court Retention - Thomas G Saylor,,YES,Yes,103.494382022477,,,
ADAMS,ADAMS - 001210,Supreme Court Retention - Thomas G Saylor,,YES,Yes,47.505617977523,,,
ADAMS,ADAMS - 001220,Supreme Court Retention - Thomas G Saylor,,NO,No,61.000000000003,,,
ADAMS,ADAMS - 001210,Supreme Court Retention - Thomas G Saylor,,NO,No,27.999999999997,,,
ADAMS,ADAMS - 001230,Supreme Court Retention - Thomas G Saylor,,YES,Yes,116,,,
ADAMS,ADAMS - 001230,Supreme Court Retention - Thomas G Saylor,,NO,No,105,,,
ADAMS,ADAMS - 001120,Supreme Court Retention - Thomas G Saylor,,YES,Yes,0.840734162188,,,
ADAMS,ADAMS - 001250,Supreme Court Retention - Thomas G Saylor,,YES,Yes,60.785079929004,,,
ADAMS,ADAMS - 001240,Supreme Court Retention - Thomas G Saylor,,YES,Yes,80.290112492646,,,
ADAMS,ADAMS - 001140,Supreme Court Retention - Thomas G Saylor,,YES,Yes,0.084073416162,,,
ADAMS,ADAMS - 001120,Supreme Court Retention - Thomas G Saylor,,NO,No,0.426287744208,,,
ADAMS,ADAMS - 001250,Supreme Court Retention - Thomas G Saylor,,NO,No,30.820603907664,,,
ADAMS,ADAMS - 001240,Supreme Court Retention - Thomas G Saylor,,NO,No,40.710479573736,,,
ADAMS,ADAMS - 001140,Supreme Court Retention - Thomas G Saylor,,NO,No,0.042628774392,,,
ADAMS,ADAMS - 001260,Supreme Court Retention - Thomas G Saylor,,YES,Yes,341,,,
ADAMS,ADAMS - 001260,Supreme Court Retention - Thomas G Saylor,,NO,No,141,,,
ADAMS,ADAMS - 001270,Supreme Court Retention - Thomas G Saylor,,YES,Yes,204,,,
ADAMS,ADAMS - 001270,Supreme Court Retention - Thomas G Saylor,,NO,No,87,,,
ADAMS,ADAMS - 001280,Supreme Court Retention - Thomas G Saylor,,YES,Yes,98,,,
ADAMS,ADAMS - 001280,Supreme Court Retention - Thomas G Saylor,,NO,No,43,,,
ADAMS,ADAMS - 001300,Supreme Court Retention - Thomas G Saylor,,YES,Yes,66.49269311055,,,
ADAMS,ADAMS - 001310,Supreme Court Retention - Thomas G Saylor,,YES,Yes,2.557411273445,,,
ADAMS,ADAMS - 001290,Supreme Court Retention - Thomas G Saylor,,YES,Yes,175.94989561576,,,
ADAMS,ADAMS - 001300,Supreme Court Retention - Thomas G Saylor,,NO,No,24.69728601249,,,
ADAMS,ADAMS - 001310,Supreme Court Retention - Thomas G Saylor,,NO,No,0.949895615851,,,
ADAMS,ADAMS - 001290,Supreme Court Retention - Thomas G Saylor,,NO,No,65.352818371568,,,
ADAMS,ADAMS - 001310,Supreme Court Retention - Thomas G Saylor,,YES,Yes,267,,,
ADAMS,ADAMS - 001310,Supreme Court Retention - Thomas G Saylor,,NO,No,127,,,
ADAMS,ADAMS - 001320,Supreme Court Retention - Thomas G Saylor,,YES,Yes,210.781250000055,,,
ADAMS,ADAMS - 001080,Supreme Court Retention - Thomas G Saylor,,YES,Yes,4.218749999945,,,
ADAMS,ADAMS - 001320,Supreme Court Retention - Thomas G Saylor,,NO,No,61.763808139551,,,
ADAMS,ADAMS - 001080,Supreme Court Retention - Thomas G Saylor,,NO,No,1.236191860449,,,
ADAMS,ADAMS - 001330,Supreme Court Retention - Thomas G Saylor,,YES,Yes,115.969334719308,,,
ADAMS,ADAMS - 001480,Supreme Court Retention - Thomas G Saylor,,YES,Yes,3.030665280692,,,
ADAMS,ADAMS - 001330,Supreme Court Retention - Thomas G Saylor,,NO,No,31.185031185024,,,
ADAMS,ADAMS - 001480,Supreme Court Retention - Thomas G Saylor,,NO,No,0.814968814976,,,
ADAMS,ADAMS - 001340,Supreme Court Retention - Thomas G Saylor,,YES,Yes,152,,,
ADAMS,ADAMS - 001340,Supreme Court Retention - Thomas G Saylor,,NO,No,55,,,
ADAMS,ADAMS - 001350,Supreme Court Retention - Thomas G Saylor,,YES,Yes,77,,,
ADAMS,ADAMS - 001350,Supreme Court Retention - Thomas G Saylor,,NO,No,27,,,
ADAMS,ADAMS - 001360,Supreme Court Retention - Thomas G Saylor,,YES,Yes,71,,,
ADAMS,ADAMS - 001360,Supreme Court Retention - Thomas G Saylor,,NO,No,24,,,
ADAMS,ADAMS - 001370,Supreme Court Retention - Thomas G Saylor,,YES,Yes,230,,,
ADAMS,ADAMS - 001370,Supreme Court Retention - Thomas G Saylor,,NO,No,89,,,
ADAMS,ADAMS - 001380,Supreme Court Retention - Thomas G Saylor,,YES,Yes,150,,,
ADAMS,ADAMS - 001380,Supreme Court Retention - Thomas G Saylor,,NO,No,80,,,
ADAMS,ADAMS - 001385,Supreme Court Retention - Thomas G Saylor,,YES,Yes,209,,,
ADAMS,ADAMS - 001385,Supreme Court Retention - Thomas G Saylor,,NO,No,89,,,
ADAMS,ADAMS - 001390,Supreme Court Retention - Thomas G Saylor,,YES,Yes,188,,,
ADAMS,ADAMS - 001390,Supreme Court Retention - Thomas G Saylor,,NO,No,79,,,
ADAMS,ADAMS - 001400,Supreme Court Retention - Thomas G Saylor,,YES,Yes,90,,,
ADAMS,ADAMS - 001400,Supreme Court Retention - Thomas G Saylor,,NO,No,48,,,
ADAMS,ADAMS - 001410,Supreme Court Retention - Thomas G Saylor,,YES,Yes,85,,,
ADAMS,ADAMS - 001410,Supreme Court Retention - Thomas G Saylor,,NO,No,35,,,
ADAMS,ADAMS - 001425,Supreme Court Retention - Thomas G Saylor,,YES,Yes,152,,,
ADAMS,ADAMS - 001425,Supreme Court Retention - Thomas G Saylor,,NO,No,65,,,
ADAMS,ADAMS - 001427,Supreme Court Retention - Thomas G Saylor,,YES,Yes,270,,,
ADAMS,ADAMS - 001427,Supreme Court Retention - Thomas G Saylor,,NO,No,67,,,
ADAMS,ADAMS - 001430,Supreme Court Retention - Thomas G Saylor,,YES,Yes,79.691768826654,,,
ADAMS,ADAMS - 001430,Supreme Court Retention - Thomas G Saylor,,YES,Yes,157.308231173346,,,
ADAMS,ADAMS - 001430,Supreme Court Retention - Thomas G Saylor,,NO,No,37.660245183904,,,
ADAMS,ADAMS - 001430,Supreme Court Retention - Thomas G Saylor,,NO,No,74.339754816096,,,
ADAMS,ADAMS - 001430,Supreme Court Retention - Thomas G Saylor,,YES,Yes,55.011764705902,,,
ADAMS,ADAMS - 001435,Supreme Court Retention - Thomas G Saylor,,YES,Yes,111.988235294098,,,
ADAMS,ADAMS - 001430,Supreme Court Retention - Thomas G Saylor,,NO,No,21.41176470589,,,
ADAMS,ADAMS - 001435,Supreme Court Retention - Thomas G Saylor,,NO,No,43.58823529411,,,
ADAMS,ADAMS - 001440,Supreme Court Retention - Thomas G Saylor,,YES,Yes,259,,,
ADAMS,ADAMS - 001440,Supreme Court Retention - Thomas G Saylor,,NO,No,95,,,
ADAMS,ADAMS - 001450,Supreme Court Retention - Thomas G Saylor,,YES,Yes,175,,,
ADAMS,ADAMS - 001450,Supreme Court Retention - Thomas G Saylor,,NO,No,52,,,
ADAMS,ADAMS - 001460,Supreme Court Retention - Thomas G Saylor,,YES,Yes,149,,,
ADAMS,ADAMS - 001460,Supreme Court Retention - Thomas G Saylor,,NO,No,60,,,
ADAMS,ADAMS - 001480,Supreme Court Retention - Thomas G Saylor,,YES,Yes,223,,,
ADAMS,ADAMS - 001480,Supreme Court Retention - Thomas G Saylor,,NO,No,56,,,
ADAMS,ADAMS - 001490,Supreme Court Retention - Thomas G Saylor,,YES,Yes,47,,,
ADAMS,ADAMS - 001490,Supreme Court Retention - Thomas G Saylor,,NO,No,14,,,
ADAMS,ADAMS - 001010,Supreme Court Retention - Debra Todd,,YES,Yes,50,,,
ADAMS,ADAMS - 001010,Supreme Court Retention - Debra Todd,,NO,No,27,,,
ADAMS,ADAMS - 001020,Supreme Court Retention - Debra Todd,,YES,Yes,84,,,
ADAMS,ADAMS - 001020,Supreme Court Retention - Debra Todd,,NO,No,38,,,
ADAMS,ADAMS - 001030,Supreme Court Retention - Debra Todd,,YES,Yes,54,,,
ADAMS,ADAMS - 001030,Supreme Court Retention - Debra Todd,,NO,No,29,,,
ADAMS,ADAMS - 001260,Supreme Court Retention - Debra Todd,,YES,Yes,0.406991260863,,,
ADAMS,ADAMS - 001040,Supreme Court Retention - Debra Todd,,YES,Yes,161.84685809414,,,
ADAMS,ADAMS - 001010,Supreme Court Retention - Debra Todd,,YES,Yes,0.746150644997,,,
ADAMS,ADAMS - 001260,Supreme Court Retention - Debra Todd,,NO,No,0.167290886367,,,
ADAMS,ADAMS - 001040,Supreme Court Retention - Debra Todd,,NO,No,66.52600915526,,,
ADAMS,ADAMS - 001010,Supreme Court Retention - Debra Todd,,NO,No,0.306699958373,,,
ADAMS,ADAMS - 001050,Supreme Court Retention - Debra Todd,,YES,Yes,101,,,
ADAMS,ADAMS - 001050,Supreme Court Retention - Debra Todd,,NO,No,48,,,
ADAMS,ADAMS - 001060,Supreme Court Retention - Debra Todd,,YES,Yes,81,,,
ADAMS,ADAMS - 001060,Supreme Court Retention - Debra Todd,,NO,No,33,,,
ADAMS,ADAMS - 001070,Supreme Court Retention - Debra Todd,,YES,Yes,223,,,
ADAMS,ADAMS - 001070,Supreme Court Retention - Debra Todd,,NO,No,100,,,
ADAMS,ADAMS - 001320,Supreme Court Retention - Debra Todd,,YES,Yes,0.7891028652,,,
ADAMS,ADAMS - 001080,Supreme Court Retention - Debra Todd,,YES,Yes,119.2108971348,,,
ADAMS,ADAMS - 001320,Supreme Court Retention - Debra Todd,,NO,No,0.44715829028,,,
ADAMS,ADAMS - 001080,Supreme Court Retention - Debra Todd,,NO,No,67.55284170972,,,
ADAMS,ADAMS - 001080,Supreme Court Retention - Debra Todd,,YES,Yes,116,,,
ADAMS,ADAMS - 001080,Supreme Court Retention - Debra Todd,,NO,No,56,,,
ADAMS,ADAMS - 001090,Supreme Court Retention - Debra Todd,,YES,Yes,243,,,
ADAMS,ADAMS - 001090,Supreme Court Retention - Debra Todd,,NO,No,93,,,
ADAMS,ADAMS - 001100,Supreme Court Retention - Debra Todd,,YES,Yes,235,,,
ADAMS,ADAMS - 001100,Supreme Court Retention - Debra Todd,,NO,No,98,,,
ADAMS,ADAMS - 001110,Supreme Court Retention - Debra Todd,,YES,Yes,231.863689776688,,,
ADAMS,ADAMS - 001130,Supreme Court Retention - Debra Todd,,YES,Yes,0.136310223312,,,
ADAMS,ADAMS - 001110,Supreme Court Retention - Debra Todd,,NO,No,77.954171562852,,,
ADAMS,ADAMS - 001130,Supreme Court Retention - Debra Todd,,NO,No,0.045828437148,,,
ADAMS,ADAMS - 001120,Supreme Court Retention - Debra Todd,,YES,Yes,117,,,
ADAMS,ADAMS - 001120,Supreme Court Retention - Debra Todd,,NO,No,60,,,
ADAMS,ADAMS - 001130,Supreme Court Retention - Debra Todd,,YES,Yes,211,,,
ADAMS,ADAMS - 001130,Supreme Court Retention - Debra Todd,,NO,No,78,,,
ADAMS,ADAMS - 001140,Supreme Court Retention - Debra Todd,,YES,Yes,218,,,
ADAMS,ADAMS - 001140,Supreme Court Retention - Debra Todd,,NO,No,96,,,
ADAMS,ADAMS - 001150,Supreme Court Retention - Debra Todd,,YES,Yes,119,,,
ADAMS,ADAMS - 001150,Supreme Court Retention - Debra Todd,,NO,No,47,,,
ADAMS,ADAMS - 001160,Supreme Court Retention - Debra Todd,,YES,Yes,62,,,
ADAMS,ADAMS - 001160,Supreme Court Retention - Debra Todd,,NO,No,28,,,
ADAMS,ADAMS - 001170,Supreme Court Retention - Debra Todd,,YES,Yes,201.418181818224,,,
ADAMS,ADAMS - 001180,Supreme Court Retention - Debra Todd,,YES,Yes,1.581818181776,,,
ADAMS,ADAMS - 001170,Supreme Court Retention - Debra Todd,,NO,No,104.18181818184,,,
ADAMS,ADAMS - 001180,Supreme Court Retention - Debra Todd,,NO,No,0.81818181816,,,
ADAMS,ADAMS - 001180,Supreme Court Retention - Debra Todd,,YES,Yes,187,,,
ADAMS,ADAMS - 001180,Supreme Court Retention - Debra Todd,,NO,No,106,,,
ADAMS,ADAMS - 001190,Supreme Court Retention - Debra Todd,,YES,Yes,178,,,
ADAMS,ADAMS - 001190,Supreme Court Retention - Debra Todd,,NO,No,62,,,
ADAMS,ADAMS - 001200,Supreme Court Retention - Debra Todd,,YES,Yes,129,,,
ADAMS,ADAMS - 001200,Supreme Court Retention - Debra Todd,,NO,No,76,,,
ADAMS,ADAMS - 001220,Supreme Court Retention - Debra Todd,,YES,Yes,135.022471910119,,,
ADAMS,ADAMS - 001210,Supreme Court Retention - Debra Todd,,YES,Yes,61.977528089881,,,
ADAMS,ADAMS - 001220,Supreme Court Retention - Debra Todd,,NO,No,38.382022471912,,,
ADAMS,ADAMS - 001210,Supreme Court Retention - Debra Todd,,NO,No,17.617977528088,,,
ADAMS,ADAMS - 001230,Supreme Court Retention - Debra Todd,,YES,Yes,194,,,
ADAMS,ADAMS - 001230,Supreme Court Retention - Debra Todd,,NO,No,35,,,
ADAMS,ADAMS - 001120,Supreme Court Retention - Debra Todd,,YES,Yes,0.988750740038,,,
ADAMS,ADAMS - 001250,Supreme Court Retention - Debra Todd,,YES,Yes,71.486678508054,,,
ADAMS,ADAMS - 001240,Supreme Court Retention - Debra Todd,,YES,Yes,94.425695677971,,,
ADAMS,ADAMS - 001140,Supreme Court Retention - Debra Todd,,YES,Yes,0.098875073937,,,
ADAMS,ADAMS - 001120,Supreme Court Retention - Debra Todd,,NO,No,0.307874481928,,,
ADAMS,ADAMS - 001250,Supreme Court Retention - Debra Todd,,NO,No,22.259325044424,,,
ADAMS,ADAMS - 001240,Supreme Court Retention - Debra Todd,,NO,No,29.402013025476,,,
ADAMS,ADAMS - 001140,Supreme Court Retention - Debra Todd,,NO,No,0.030787448172,,,
ADAMS,ADAMS - 001260,Supreme Court Retention - Debra Todd,,YES,Yes,316,,,
ADAMS,ADAMS - 001260,Supreme Court Retention - Debra Todd,,NO,No,163,,,
ADAMS,ADAMS - 001270,Supreme Court Retention - Debra Todd,,YES,Yes,191,,,
ADAMS,ADAMS - 001270,Supreme Court Retention - Debra Todd,,NO,No,95,,,
ADAMS,ADAMS - 001280,Supreme Court Retention - Debra Todd,,YES,Yes,106,,,
ADAMS,ADAMS - 001280,Supreme Court Retention - Debra Todd,,NO,No,42,,,
ADAMS,ADAMS - 001300,Supreme Court Retention - Debra Todd,,YES,Yes,56.45093945712,,,
ADAMS,ADAMS - 001310,Supreme Court Retention - Debra Todd,,YES,Yes,2.171189979088,,,
ADAMS,ADAMS - 001290,Supreme Court Retention - Debra Todd,,YES,Yes,149.377870563584,,,
ADAMS,ADAMS - 001300,Supreme Court Retention - Debra Todd,,NO,No,32.5678496868,,,
ADAMS,ADAMS - 001310,Supreme Court Retention - Debra Todd,,NO,No,1.25260960332,,,
ADAMS,ADAMS - 001290,Supreme Court Retention - Debra Todd,,NO,No,86.17954070976,,,
ADAMS,ADAMS - 001310,Supreme Court Retention - Debra Todd,,YES,Yes,239,,,
ADAMS,ADAMS - 001310,Supreme Court Retention - Debra Todd,,NO,No,152,,,
ADAMS,ADAMS - 001320,Supreme Court Retention - Debra Todd,,YES,Yes,185.291424418653,,,
ADAMS,ADAMS - 001080,Supreme Court Retention - Debra Todd,,YES,Yes,3.708575581347,,,
ADAMS,ADAMS - 001320,Supreme Court Retention - Debra Todd,,NO,No,74.508720930252,,,
ADAMS,ADAMS - 001080,Supreme Court Retention - Debra Todd,,NO,No,1.491279069748,,,
ADAMS,ADAMS - 001330,Supreme Court Retention - Debra Todd,,YES,Yes,98.427754677732,,,
ADAMS,ADAMS - 001480,Supreme Court Retention - Debra Todd,,YES,Yes,2.572245322268,,,
ADAMS,ADAMS - 001330,Supreme Court Retention - Debra Todd,,NO,No,43.85395010394,,,
ADAMS,ADAMS - 001480,Supreme Court Retention - Debra Todd,,NO,No,1.14604989606,,,
ADAMS,ADAMS - 001340,Supreme Court Retention - Debra Todd,,YES,Yes,148,,,
ADAMS,ADAMS - 001340,Supreme Court Retention - Debra Todd,,NO,No,58,,,
ADAMS,ADAMS - 001350,Supreme Court Retention - Debra Todd,,YES,Yes,81,,,
ADAMS,ADAMS - 001350,Supreme Court Retention - Debra Todd,,NO,No,25,,,
ADAMS,ADAMS - 001360,Supreme Court Retention - Debra Todd,,YES,Yes,65,,,
ADAMS,ADAMS - 001360,Supreme Court Retention - Debra Todd,,NO,No,26,,,
ADAMS,ADAMS - 001370,Supreme Court Retention - Debra Todd,,YES,Yes,190,,,
ADAMS,ADAMS - 001370,Supreme Court Retention - Debra Todd,,NO,No,125,,,
ADAMS,ADAMS - 001380,Supreme Court Retention - Debra Todd,,YES,Yes,157,,,
ADAMS,ADAMS - 001380,Supreme Court Retention - Debra Todd,,NO,No,76,,,
ADAMS,ADAMS - 001385,Supreme Court Retention - Debra Todd,,YES,Yes,194,,,
ADAMS,ADAMS - 001385,Supreme Court Retention - Debra Todd,,NO,No,108,,,
ADAMS,ADAMS - 001390,Supreme Court Retention - Debra Todd,,YES,Yes,188,,,
ADAMS,ADAMS - 001390,Supreme Court Retention - Debra Todd,,NO,No,78,,,
ADAMS,ADAMS - 001400,Supreme Court Retention - Debra Todd,,YES,Yes,83,,,
ADAMS,ADAMS - 001400,Supreme Court Retention - Debra Todd,,NO,No,52,,,
ADAMS,ADAMS - 001410,Supreme Court Retention - Debra Todd,,YES,Yes,89,,,
ADAMS,ADAMS - 001410,Supreme Court Retention - Debra Todd,,NO,No,35,,,
ADAMS,ADAMS - 001425,Supreme Court Retention - Debra Todd,,YES,Yes,146,,,
ADAMS,ADAMS - 001425,Supreme Court Retention - Debra Todd,,NO,No,74,,,
ADAMS,ADAMS - 001427,Supreme Court Retention - Debra Todd,,YES,Yes,261,,,
ADAMS,ADAMS - 001427,Supreme Court Retention - Debra Todd,,NO,No,67,,,
ADAMS,ADAMS - 001430,Supreme Court Retention - Debra Todd,,YES,Yes,70.949211908962,,,
ADAMS,ADAMS - 001430,Supreme Court Retention - Debra Todd,,YES,Yes,140.050788091038,,,
ADAMS,ADAMS - 001430,Supreme Court Retention - Debra Todd,,NO,No,43.376532399318,,,
ADAMS,ADAMS - 001430,Supreme Court Retention - Debra Todd,,NO,No,85.623467600682,,,
ADAMS,ADAMS - 001430,Supreme Court Retention - Debra Todd,,YES,Yes,55.011764705902,,,
ADAMS,ADAMS - 001435,Supreme Court Retention - Debra Todd,,YES,Yes,111.988235294098,,,
ADAMS,ADAMS - 001430,Supreme Court Retention - Debra Todd,,NO,No,20.094117647066,,,
ADAMS,ADAMS - 001435,Supreme Court Retention - Debra Todd,,NO,No,40.905882352934,,,
ADAMS,ADAMS - 001440,Supreme Court Retention - Debra Todd,,YES,Yes,261,,,
ADAMS,ADAMS - 001440,Supreme Court Retention - Debra Todd,,NO,No,98,,,
ADAMS,ADAMS - 001450,Supreme Court Retention - Debra Todd,,YES,Yes,162,,,
ADAMS,ADAMS - 001450,Supreme Court Retention - Debra Todd,,NO,No,58,,,
ADAMS,ADAMS - 001460,Supreme Court Retention - Debra Todd,,YES,Yes,129,,,
ADAMS,ADAMS - 001460,Supreme Court Retention - Debra Todd,,NO,No,81,,,
ADAMS,ADAMS - 001480,Supreme Court Retention - Debra Todd,,YES,Yes,167,,,
ADAMS,ADAMS - 001480,Supreme Court Retention - Debra Todd,,NO,No,111,,,
ADAMS,ADAMS - 001490,Supreme Court Retention - Debra Todd,,YES,Yes,42,,,
ADAMS,ADAMS - 001490,Supreme Court Retention - Debra Todd,,NO,No,17,,,
ADAMS,ADAMS - 001010,Supreme Court,,DEM,Dwayne D Woodruff,36,,,
ADAMS,ADAMS - 001020,Supreme Court,,DEM,Dwayne D Woodruff,41,,,
ADAMS,ADAMS - 001030,Supreme Court,,DEM,Dwayne D Woodruff,27,,,
ADAMS,ADAMS - 001260,Supreme Court,,DEM,Dwayne D Woodruff,0.164794007466,,,
ADAMS,ADAMS - 001040,Supreme Court,,DEM,Dwayne D Woodruff,65.53308364548,,,
ADAMS,ADAMS - 001010,Supreme Court,,DEM,Dwayne D Woodruff,0.302122347054,,,
ADAMS,ADAMS - 001050,Supreme Court,,DEM,Dwayne D Woodruff,50,,,
ADAMS,ADAMS - 001060,Supreme Court,,DEM,Dwayne D Woodruff,47,,,
ADAMS,ADAMS - 001070,Supreme Court,,DEM,Dwayne D Woodruff,72,,,
ADAMS,ADAMS - 001320,Supreme Court,,DEM,Dwayne D Woodruff,0.59840300611,,,
ADAMS,ADAMS - 001080,Supreme Court,,DEM,Dwayne D Woodruff,90.40159699389,,,
ADAMS,ADAMS - 001080,Supreme Court,,DEM,Dwayne D Woodruff,81,,,
ADAMS,ADAMS - 001090,Supreme Court,,DEM,Dwayne D Woodruff,112,,,
ADAMS,ADAMS - 001100,Supreme Court,,DEM,Dwayne D Woodruff,96,,,
ADAMS,ADAMS - 001110,Supreme Court,,DEM,Dwayne D Woodruff,157.907168037572,,,
ADAMS,ADAMS - 001130,Supreme Court,,DEM,Dwayne D Woodruff,0.092831962428,,,
ADAMS,ADAMS - 001120,Supreme Court,,DEM,Dwayne D Woodruff,68,,,
ADAMS,ADAMS - 001130,Supreme Court,,DEM,Dwayne D Woodruff,145,,,
ADAMS,ADAMS - 001140,Supreme Court,,DEM,Dwayne D Woodruff,159,,,
ADAMS,ADAMS - 001150,Supreme Court,,DEM,Dwayne D Woodruff,57,,,
ADAMS,ADAMS - 001160,Supreme Court,,DEM,Dwayne D Woodruff,31,,,
ADAMS,ADAMS - 001170,Supreme Court,,DEM,Dwayne D Woodruff,101.205194805216,,,
ADAMS,ADAMS - 001180,Supreme Court,,DEM,Dwayne D Woodruff,0.794805194784,,,
ADAMS,ADAMS - 001180,Supreme Court,,DEM,Dwayne D Woodruff,80,,,
ADAMS,ADAMS - 001190,Supreme Court,,DEM,Dwayne D Woodruff,74,,,
ADAMS,ADAMS - 001200,Supreme Court,,DEM,Dwayne D Woodruff,57,,,
ADAMS,ADAMS - 001220,Supreme Court,,DEM,Dwayne D Woodruff,137.764044943827,,,
ADAMS,ADAMS - 001210,Supreme Court,,DEM,Dwayne D Woodruff,63.235955056173,,,
ADAMS,ADAMS - 001230,Supreme Court,,DEM,Dwayne D Woodruff,202,,,
ADAMS,ADAMS - 001120,Supreme Court,,DEM,Dwayne D Woodruff,0.882178803986,,,
ADAMS,ADAMS - 001250,Supreme Court,,DEM,Dwayne D Woodruff,63.781527531138,,,
ADAMS,ADAMS - 001240,Supreme Court,,DEM,Dwayne D Woodruff,84.248075784537,,,
