county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
ADAMS,ADAMS - 001080,Supreme Court,,DEM,Maria Mclaughlin,2.138808139507,,,
ADAMS,ADAMS - 001330,Supreme Court,,DEM,Maria Mclaughlin,75,,,
ADAMS,ADAMS - 001340,Supreme Court,,DEM,Maria Mclaughlin,129,,,
ADAMS,ADAMS - 001350,Supreme Court,,DEM,Maria Mclaughlin,102,,,
ADAMS,ADAMS - 001360,Supreme Court,,DEM,Maria Mclaughlin,60,,,
ADAMS,ADAMS - 001370,Supreme Court,,DEM,Maria Mclaughlin,182,,,
ADAMS,ADAMS - 001380,Supreme Court,,DEM,Maria Mclaughlin,249,,,
ADAMS,ADAMS - 001385,Supreme Court,,DEM,Maria Mclaughlin,205,,,
ADAMS,ADAMS - 001390,Supreme Court,,DEM,Maria Mclaughlin,198,,,
ADAMS,ADAMS - 001400,Supreme Court,,DEM,Maria Mclaughlin,82,,,
ADAMS,ADAMS - 001410,Supreme Court,,DEM,Maria Mclaughlin,96,,,
ADAMS,ADAMS - 001425,Supreme Court,,DEM,Maria Mclaughlin,161,,,
ADAMS,ADAMS - 001427,Supreme Court,,DEM,Maria Mclaughlin,308,,,
ADAMS,ADAMS - 001430,Supreme Court,,DEM,Maria Mclaughlin,119,,,
ADAMS,ADAMS - 001435,Supreme Court,,DEM,Maria Mclaughlin,104,,,
ADAMS,ADAMS - 001430,Supreme Court,,DEM,Maria Mclaughlin,169,,,
ADAMS,ADAMS - 001440,Supreme Court,,DEM,Maria Mclaughlin,301,,,
ADAMS,ADAMS - 001450,Supreme Court,,DEM,Maria Mclaughlin,141,,,
ADAMS,ADAMS - 001460,Supreme Court,,DEM,Maria Mclaughlin,94,,,
ADAMS,ADAMS - 001480,Supreme Court,,DEM,Maria Mclaughlin,153,,,
ADAMS,ADAMS - 001490,Supreme Court,,DEM,Maria Mclaughlin,15,,,
ADAMS,ADAMS - 001010,Supreme Court,,REP,Kevin Brobson,82,,,
ADAMS,ADAMS - 001020,Supreme Court,,REP,Kevin Brobson,136,,,
ADAMS,ADAMS - 001030,Supreme Court,,REP,Kevin Brobson,81,,,
ADAMS,ADAMS - 001260,Supreme Court,,REP,Kevin Brobson,0.838951310736,,,
ADAMS,ADAMS - 001040,Supreme Court,,REP,Kevin Brobson,333.62297128608,,,
ADAMS,ADAMS - 001010,Supreme Court,,REP,Kevin Brobson,1.538077403184,,,
ADAMS,ADAMS - 001050,Supreme Court,,REP,Kevin Brobson,138,,,
ADAMS,ADAMS - 001060,Supreme Court,,REP,Kevin Brobson,164,,,
ADAMS,ADAMS - 001070,Supreme Court,,REP,Kevin Brobson,459,,,
ADAMS,ADAMS - 001320,Supreme Court,,REP,Kevin Brobson,1.53217472993,,,
ADAMS,ADAMS - 001080,Supreme Court,,REP,Kevin Brobson,231.46782527007,,,
ADAMS,ADAMS - 001080,Supreme Court,,REP,Kevin Brobson,205,,,
ADAMS,ADAMS - 001090,Supreme Court,,REP,Kevin Brobson,451,,,
ADAMS,ADAMS - 001100,Supreme Court,,REP,Kevin Brobson,458,,,
ADAMS,ADAMS - 001110,Supreme Court,,REP,Kevin Brobson,300,,,
ADAMS,ADAMS - 001120,Supreme Court,,REP,Kevin Brobson,271,,,
ADAMS,ADAMS - 001130,Supreme Court,,REP,Kevin Brobson,305,,,
ADAMS,ADAMS - 001140,Supreme Court,,REP,Kevin Brobson,316,,,
ADAMS,ADAMS - 001150,Supreme Court,,REP,Kevin Brobson,225,,,
ADAMS,ADAMS - 001160,Supreme Court,,REP,Kevin Brobson,76,,,
ADAMS,ADAMS - 001170,Supreme Court,,REP,Kevin Brobson,382,,,
ADAMS,ADAMS - 001180,Supreme Court,,REP,Kevin Brobson,410,,,
ADAMS,ADAMS - 001190,Supreme Court,,REP,Kevin Brobson,209,,,
ADAMS,ADAMS - 001200,Supreme Court,,REP,Kevin Brobson,409,,,
ADAMS,ADAMS - 001220,Supreme Court,,REP,Kevin Brobson,128.168539325849,,,
ADAMS,ADAMS - 001210,Supreme Court,,REP,Kevin Brobson,58.831460674151,,,
ADAMS,ADAMS - 001230,Supreme Court,,REP,Kevin Brobson,81,,,
ADAMS,ADAMS - 001120,Supreme Court,,REP,Kevin Brobson,1.314387211308,,,
ADAMS,ADAMS - 001250,Supreme Court,,REP,Kevin Brobson,95.030195381964,,,
ADAMS,ADAMS - 001240,Supreme Court,,REP,Kevin Brobson,125.523978685686,,,
ADAMS,ADAMS - 001140,Supreme Court,,REP,Kevin Brobson,0.131438721042,,,
ADAMS,ADAMS - 001260,Supreme Court,,REP,Kevin Brobson,396,,,
ADAMS,ADAMS - 001270,Supreme Court,,REP,Kevin Brobson,304,,,
ADAMS,ADAMS - 001280,Supreme Court,,REP,Kevin Brobson,187,,,
ADAMS,ADAMS - 001300,Supreme Court,,REP,Kevin Brobson,120.22964509377,,,
ADAMS,ADAMS - 001310,Supreme Court,,REP,Kevin Brobson,4.624217118923,,,
ADAMS,ADAMS - 001290,Supreme Court,,REP,Kevin Brobson,318.146137786864,,,
ADAMS,ADAMS - 001310,Supreme Court,,REP,Kevin Brobson,520,,,
ADAMS,ADAMS - 001320,Supreme Court,,REP,Kevin Brobson,183.330668604699,,,
ADAMS,ADAMS - 001080,Supreme Court,,REP,Kevin Brobson,3.669331395301,,,
ADAMS,ADAMS - 001330,Supreme Court,,REP,Kevin Brobson,216,,,
ADAMS,ADAMS - 001340,Supreme Court,,REP,Kevin Brobson,270,,,
ADAMS,ADAMS - 001350,Supreme Court,,REP,Kevin Brobson,151,,,
ADAMS,ADAMS - 001360,Supreme Court,,REP,Kevin Brobson,133,,,
ADAMS,ADAMS - 001370,Supreme Court,,REP,Kevin Brobson,498,,,
ADAMS,ADAMS - 001380,Supreme Court,,REP,Kevin Brobson,279,,,
ADAMS,ADAMS - 001385,Supreme Court,,REP,Kevin Brobson,501,,,
ADAMS,ADAMS - 001390,Supreme Court,,REP,Kevin Brobson,359,,,
ADAMS,ADAMS - 001400,Supreme Court,,REP,Kevin Brobson,210,,,
ADAMS,ADAMS - 001410,Supreme Court,,REP,Kevin Brobson,106,,,
ADAMS,ADAMS - 001425,Supreme Court,,REP,Kevin Brobson,331,,,
ADAMS,ADAMS - 001427,Supreme Court,,REP,Kevin Brobson,497,,,
ADAMS,ADAMS - 001430,Supreme Court,,REP,Kevin Brobson,309,,,
ADAMS,ADAMS - 001435,Supreme Court,,REP,Kevin Brobson,266,,,
ADAMS,ADAMS - 001430,Supreme Court,,REP,Kevin Brobson,341,,,
ADAMS,ADAMS - 001440,Supreme Court,,REP,Kevin Brobson,319,,,
ADAMS,ADAMS - 001450,Supreme Court,,REP,Kevin Brobson,311,,,
ADAMS,ADAMS - 001460,Supreme Court,,REP,Kevin Brobson,287,,,
ADAMS,ADAMS - 001480,Supreme Court,,REP,Kevin Brobson,416,,,
ADAMS,ADAMS - 001490,Supreme Court,,REP,Kevin Brobson,50,,,
ADAMS,ADAMS - 001010,Superior Court Retention - John T Bender,,YES,Yes,79,,,
ADAMS,ADAMS - 001010,Superior Court Retention - John T Bender,,NO,No,22,,,
ADAMS,ADAMS - 001020,Superior Court Retention - John T Bender,,YES,Yes,115,,,
ADAMS,ADAMS - 001020,Superior Court Retention - John T Bender,,NO,No,69,,,
ADAMS,ADAMS - 001030,Superior Court Retention - John T Bender,,YES,Yes,56,,,
ADAMS,ADAMS - 001030,Superior Court Retention - John T Bender,,NO,No,36,,,
ADAMS,ADAMS - 001260,Superior Court Retention - John T Bender,,YES,Yes,0.646691635359,,,
ADAMS,ADAMS - 001040,Superior Court Retention - John T Bender,,YES,Yes,257.16770703302,,,
ADAMS,ADAMS - 001010,Superior Court Retention - John T Bender,,YES,Yes,1.185601331621,,,
ADAMS,ADAMS - 001260,Superior Court Retention - John T Bender,,NO,No,0.309612983724,,,
ADAMS,ADAMS - 001040,Superior Court Retention - John T Bender,,NO,No,123.12276321272,,,
ADAMS,ADAMS - 001010,Superior Court Retention - John T Bender,,NO,No,0.567623803556,,,
ADAMS,ADAMS - 001050,Superior Court Retention - John T Bender,,YES,Yes,115,,,
ADAMS,ADAMS - 001050,Superior Court Retention - John T Bender,,NO,No,68,,,
ADAMS,ADAMS - 001060,Superior Court Retention - John T Bender,,YES,Yes,129,,,
ADAMS,ADAMS - 001060,Superior Court Retention - John T Bender,,NO,No,65,,,
ADAMS,ADAMS - 001070,Superior Court Retention - John T Bender,,YES,Yes,362,,,
ADAMS,ADAMS - 001070,Superior Court Retention - John T Bender,,NO,No,156,,,
ADAMS,ADAMS - 001320,Superior Court Retention - John T Bender,,YES,Yes,1.36120244247,,,
ADAMS,ADAMS - 001080,Superior Court Retention - John T Bender,,YES,Yes,205.63879755753,,,
ADAMS,ADAMS - 001320,Superior Court Retention - John T Bender,,NO,No,0.63785814937,,,
ADAMS,ADAMS - 001080,Superior Court Retention - John T Bender,,NO,No,96.36214185063,,,
ADAMS,ADAMS - 001080,Superior Court Retention - John T Bender,,YES,Yes,161,,,
ADAMS,ADAMS - 001080,Superior Court Retention - John T Bender,,NO,No,116,,,
ADAMS,ADAMS - 001090,Superior Court Retention - John T Bender,,YES,Yes,441,,,
ADAMS,ADAMS - 001090,Superior Court Retention - John T Bender,,NO,No,186,,,
ADAMS,ADAMS - 001100,Superior Court Retention - John T Bender,,YES,Yes,421,,,
ADAMS,ADAMS - 001100,Superior Court Retention - John T Bender,,NO,No,175,,,
ADAMS,ADAMS - 001110,Superior Court Retention - John T Bender,,YES,Yes,268,,,
ADAMS,ADAMS - 001110,Superior Court Retention - John T Bender,,NO,No,198,,,
ADAMS,ADAMS - 001120,Superior Court Retention - John T Bender,,YES,Yes,180,,,
ADAMS,ADAMS - 001120,Superior Court Retention - John T Bender,,NO,No,124,,,
ADAMS,ADAMS - 001130,Superior Court Retention - John T Bender,,YES,Yes,315,,,
ADAMS,ADAMS - 001130,Superior Court Retention - John T Bender,,NO,No,164,,,
ADAMS,ADAMS - 001140,Superior Court Retention - John T Bender,,YES,Yes,340,,,
ADAMS,ADAMS - 001140,Superior Court Retention - John T Bender,,NO,No,183,,,
ADAMS,ADAMS - 001150,Superior Court Retention - John T Bender,,YES,Yes,170,,,
ADAMS,ADAMS - 001150,Superior Court Retention - John T Bender,,NO,No,96,,,
ADAMS,ADAMS - 001160,Superior Court Retention - John T Bender,,YES,Yes,61,,,
ADAMS,ADAMS - 001160,Superior Court Retention - John T Bender,,NO,No,41,,,
ADAMS,ADAMS - 001170,Superior Court Retention - John T Bender,,YES,Yes,305,,,
ADAMS,ADAMS - 001170,Superior Court Retention - John T Bender,,NO,No,163,,,
ADAMS,ADAMS - 001180,Superior Court Retention - John T Bender,,YES,Yes,310,,,
ADAMS,ADAMS - 001180,Superior Court Retention - John T Bender,,NO,No,174,,,
ADAMS,ADAMS - 001190,Superior Court Retention - John T Bender,,YES,Yes,161,,,
ADAMS,ADAMS - 001190,Superior Court Retention - John T Bender,,NO,No,86,,,
ADAMS,ADAMS - 001200,Superior Court Retention - John T Bender,,YES,Yes,277,,,
ADAMS,ADAMS - 001200,Superior Court Retention - John T Bender,,NO,No,145,,,
ADAMS,ADAMS - 001220,Superior Court Retention - John T Bender,,YES,Yes,141.191011235962,,,
ADAMS,ADAMS - 001210,Superior Court Retention - John T Bender,,YES,Yes,64.808988764038,,,
ADAMS,ADAMS - 001220,Superior Court Retention - John T Bender,,NO,No,124.741573033714,,,
ADAMS,ADAMS - 001210,Superior Court Retention - John T Bender,,NO,No,57.258426966286,,,
ADAMS,ADAMS - 001230,Superior Court Retention - John T Bender,,YES,Yes,122,,,
ADAMS,ADAMS - 001230,Superior Court Retention - John T Bender,,NO,No,96,,,
ADAMS,ADAMS - 001120,Superior Court Retention - John T Bender,,YES,Yes,1.367673179334,,,
ADAMS,ADAMS - 001250,Superior Court Retention - John T Bender,,YES,Yes,98.882770870422,,,
ADAMS,ADAMS - 001240,Superior Court Retention - John T Bender,,YES,Yes,130.612788632403,,,
ADAMS,ADAMS - 001140,Superior Court Retention - John T Bender,,YES,Yes,0.136767317841,,,
ADAMS,ADAMS - 001120,Superior Court Retention - John T Bender,,NO,No,0.82889283596,,,
ADAMS,ADAMS - 001250,Superior Court Retention - John T Bender,,NO,No,59.92895204268,,,
ADAMS,ADAMS - 001240,Superior Court Retention - John T Bender,,NO,No,79.15926583782,,,
ADAMS,ADAMS - 001140,Superior Court Retention - John T Bender,,NO,No,0.08288928354,,,
ADAMS,ADAMS - 001260,Superior Court Retention - John T Bender,,YES,Yes,298,,,
ADAMS,ADAMS - 001260,Superior Court Retention - John T Bender,,NO,No,152,,,
ADAMS,ADAMS - 001270,Superior Court Retention - John T Bender,,YES,Yes,210,,,
ADAMS,ADAMS - 001270,Superior Court Retention - John T Bender,,NO,No,126,,,
ADAMS,ADAMS - 001280,Superior Court Retention - John T Bender,,YES,Yes,171,,,
ADAMS,ADAMS - 001280,Superior Court Retention - John T Bender,,NO,No,66,,,
ADAMS,ADAMS - 001300,Superior Court Retention - John T Bender,,YES,Yes,79.24843423788,,,
ADAMS,ADAMS - 001310,Superior Court Retention - John T Bender,,YES,Yes,3.048016701412,,,
ADAMS,ADAMS - 001290,Superior Court Retention - John T Bender,,YES,Yes,209.703549060416,,,
ADAMS,ADAMS - 001300,Superior Court Retention - John T Bender,,NO,No,35.2818371607,,,
ADAMS,ADAMS - 001310,Superior Court Retention - John T Bender,,NO,No,1.35699373693,,,
ADAMS,ADAMS - 001290,Superior Court Retention - John T Bender,,NO,No,93.36116910224,,,
ADAMS,ADAMS - 001310,Superior Court Retention - John T Bender,,YES,Yes,366,,,
ADAMS,ADAMS - 001310,Superior Court Retention - John T Bender,,NO,No,241,,,
ADAMS,ADAMS - 001320,Superior Court Retention - John T Bender,,YES,Yes,163.723110465159,,,
ADAMS,ADAMS - 001080,Superior Court Retention - John T Bender,,YES,Yes,3.276889534841,,,
ADAMS,ADAMS - 001320,Superior Court Retention - John T Bender,,NO,No,67.646075581413,,,
ADAMS,ADAMS - 001080,Superior Court Retention - John T Bender,,NO,No,1.353924418587,,,
ADAMS,ADAMS - 001330,Superior Court Retention - John T Bender,,YES,Yes,164,,,
ADAMS,ADAMS - 001330,Superior Court Retention - John T Bender,,NO,No,71,,,
ADAMS,ADAMS - 001340,Superior Court Retention - John T Bender,,YES,Yes,221,,,
ADAMS,ADAMS - 001340,Superior Court Retention - John T Bender,,NO,No,91,,,
ADAMS,ADAMS - 001350,Superior Court Retention - John T Bender,,YES,Yes,141,,,
ADAMS,ADAMS - 001350,Superior Court Retention - John T Bender,,NO,No,78,,,
ADAMS,ADAMS - 001360,Superior Court Retention - John T Bender,,YES,Yes,103,,,
ADAMS,ADAMS - 001360,Superior Court Retention - John T Bender,,NO,No,59,,,
ADAMS,ADAMS - 001370,Superior Court Retention - John T Bender,,YES,Yes,358,,,
ADAMS,ADAMS - 001370,Superior Court Retention - John T Bender,,NO,No,161,,,
ADAMS,ADAMS - 001380,Superior Court Retention - John T Bender,,YES,Yes,285,,,
ADAMS,ADAMS - 001380,Superior Court Retention - John T Bender,,NO,No,149,,,
ADAMS,ADAMS - 001385,Superior Court Retention - John T Bender,,YES,Yes,410,,,
ADAMS,ADAMS - 001385,Superior Court Retention - John T Bender,,NO,No,173,,,
ADAMS,ADAMS - 001390,Superior Court Retention - John T Bender,,YES,Yes,304,,,
ADAMS,ADAMS - 001390,Superior Court Retention - John T Bender,,NO,No,157,,,
ADAMS,ADAMS - 001400,Superior Court Retention - John T Bender,,YES,Yes,136,,,
ADAMS,ADAMS - 001400,Superior Court Retention - John T Bender,,NO,No,103,,,
ADAMS,ADAMS - 001410,Superior Court Retention - John T Bender,,YES,Yes,110,,,
ADAMS,ADAMS - 001410,Superior Court Retention - John T Bender,,NO,No,60,,,
ADAMS,ADAMS - 001425,Superior Court Retention - John T Bender,,YES,Yes,311,,,
ADAMS,ADAMS - 001425,Superior Court Retention - John T Bender,,NO,No,115,,,
ADAMS,ADAMS - 001427,Superior Court Retention - John T Bender,,YES,Yes,549,,,
ADAMS,ADAMS - 001427,Superior Court Retention - John T Bender,,NO,No,142,,,
ADAMS,ADAMS - 001430,Superior Court Retention - John T Bender,,YES,Yes,224,,,
ADAMS,ADAMS - 001430,Superior Court Retention - John T Bender,,NO,No,143,,,
ADAMS,ADAMS - 001435,Superior Court Retention - John T Bender,,YES,Yes,198,,,
ADAMS,ADAMS - 001435,Superior Court Retention - John T Bender,,NO,No,105,,,
ADAMS,ADAMS - 001430,Superior Court Retention - John T Bender,,YES,Yes,261,,,
ADAMS,ADAMS - 001430,Superior Court Retention - John T Bender,,NO,No,167,,,
ADAMS,ADAMS - 001440,Superior Court Retention - John T Bender,,YES,Yes,327,,,
ADAMS,ADAMS - 001440,Superior Court Retention - John T Bender,,NO,No,156,,,
ADAMS,ADAMS - 001450,Superior Court Retention - John T Bender,,YES,Yes,284,,,
ADAMS,ADAMS - 001450,Superior Court Retention - John T Bender,,NO,No,108,,,
ADAMS,ADAMS - 001460,Superior Court Retention - John T Bender,,YES,Yes,235,,,
ADAMS,ADAMS - 001460,Superior Court Retention - John T Bender,,NO,No,101,,,
ADAMS,ADAMS - 001480,Superior Court Retention - John T Bender,,YES,Yes,319,,,
ADAMS,ADAMS - 001480,Superior Court Retention - John T Bender,,NO,No,167,,,
ADAMS,ADAMS - 001490,Superior Court Retention - John T Bender,,YES,Yes,37,,,
ADAMS,ADAMS - 001490,Superior Court Retention - John T Bender,,NO,No,21,,,
ADAMS,ADAMS - 001010,Superior Court Retention - Mary Jane Bowes,,YES,Yes,73,,,
ADAMS,ADAMS - 001010,Superior Court Retention - Mary Jane Bowes,,NO,No,27,,,
ADAMS,ADAMS - 001020,Superior Court Retention - Mary Jane Bowes,,YES,Yes,115,,,
ADAMS,ADAMS - 001020,Superior Court Retention - Mary Jane Bowes,,NO,No,71,,,
ADAMS,ADAMS - 001030,Superior Court Retention - Mary Jane Bowes,,YES,Yes,63,,,
ADAMS,ADAMS - 001030,Superior Court Retention - Mary Jane Bowes,,NO,No,28,,,
ADAMS,ADAMS - 001260,Superior Court Retention - Mary Jane Bowes,,YES,Yes,0.631710361953,,,
ADAMS,ADAMS - 001040,Superior Court Retention - Mary Jane Bowes,,YES,Yes,251.21015397434,,,
ADAMS,ADAMS - 001010,Superior Court Retention - Mary Jane Bowes,,YES,Yes,1.158135663707,,,
ADAMS,ADAMS - 001260,Superior Court Retention - Mary Jane Bowes,,NO,No,0.309612983724,,,
ADAMS,ADAMS - 001040,Superior Court Retention - Mary Jane Bowes,,NO,No,123.12276321272,,,
ADAMS,ADAMS - 001010,Superior Court Retention - Mary Jane Bowes,,NO,No,0.567623803556,,,
ADAMS,ADAMS - 001050,Superior Court Retention - Mary Jane Bowes,,YES,Yes,119,,,
ADAMS,ADAMS - 001050,Superior Court Retention - Mary Jane Bowes,,NO,No,66,,,
ADAMS,ADAMS - 001060,Superior Court Retention - Mary Jane Bowes,,YES,Yes,131,,,
ADAMS,ADAMS - 001060,Superior Court Retention - Mary Jane Bowes,,NO,No,64,,,
ADAMS,ADAMS - 001070,Superior Court Retention - Mary Jane Bowes,,YES,Yes,354,,,
ADAMS,ADAMS - 001070,Superior Court Retention - Mary Jane Bowes,,NO,No,161,,,
ADAMS,ADAMS - 001320,Superior Court Retention - Mary Jane Bowes,,YES,Yes,1.41380930015,,,
ADAMS,ADAMS - 001080,Superior Court Retention - Mary Jane Bowes,,YES,Yes,213.58619069985,,,
ADAMS,ADAMS - 001320,Superior Court Retention - Mary Jane Bowes,,NO,No,0.5918271489,,,
ADAMS,ADAMS - 001080,Superior Court Retention - Mary Jane Bowes,,NO,No,89.4081728511,,,
ADAMS,ADAMS - 001080,Superior Court Retention - Mary Jane Bowes,,YES,Yes,177,,,
ADAMS,ADAMS - 001080,Superior Court Retention - Mary Jane Bowes,,NO,No,101,,,
ADAMS,ADAMS - 001090,Superior Court Retention - Mary Jane Bowes,,YES,Yes,442,,,
ADAMS,ADAMS - 001090,Superior Court Retention - Mary Jane Bowes,,NO,No,185,,,
ADAMS,ADAMS - 001100,Superior Court Retention - Mary Jane Bowes,,YES,Yes,426,,,
ADAMS,ADAMS - 001100,Superior Court Retention - Mary Jane Bowes,,NO,No,169,,,
ADAMS,ADAMS - 001110,Superior Court Retention - Mary Jane Bowes,,YES,Yes,280,,,
ADAMS,ADAMS - 001110,Superior Court Retention - Mary Jane Bowes,,NO,No,188,,,
ADAMS,ADAMS - 001120,Superior Court Retention - Mary Jane Bowes,,YES,Yes,173,,,
ADAMS,ADAMS - 001120,Superior Court Retention - Mary Jane Bowes,,NO,No,124,,,
ADAMS,ADAMS - 001130,Superior Court Retention - Mary Jane Bowes,,YES,Yes,319,,,
ADAMS,ADAMS - 001130,Superior Court Retention - Mary Jane Bowes,,NO,No,161,,,
ADAMS,ADAMS - 001140,Superior Court Retention - Mary Jane Bowes,,YES,Yes,336,,,
ADAMS,ADAMS - 001140,Superior Court Retention - Mary Jane Bowes,,NO,No,186,,,
ADAMS,ADAMS - 001150,Superior Court Retention - Mary Jane Bowes,,YES,Yes,168,,,
ADAMS,ADAMS - 001150,Superior Court Retention - Mary Jane Bowes,,NO,No,93,,,
ADAMS,ADAMS - 001160,Superior Court Retention - Mary Jane Bowes,,YES,Yes,62,,,
ADAMS,ADAMS - 001160,Superior Court Retention - Mary Jane Bowes,,NO,No,38,,,
ADAMS,ADAMS - 001170,Superior Court Retention - Mary Jane Bowes,,YES,Yes,294,,,
ADAMS,ADAMS - 001170,Superior Court Retention - Mary Jane Bowes,,NO,No,174,,,
ADAMS,ADAMS - 001180,Superior Court Retention - Mary Jane Bowes,,YES,Yes,322,,,
ADAMS,ADAMS - 001180,Superior Court Retention - Mary Jane Bowes,,NO,No,161,,,
ADAMS,ADAMS - 001190,Superior Court Retention - Mary Jane Bowes,,YES,Yes,161,,,
ADAMS,ADAMS - 001190,Superior Court Retention - Mary Jane Bowes,,NO,No,86,,,
ADAMS,ADAMS - 001200,Superior Court Retention - Mary Jane Bowes,,YES,Yes,271,,,
ADAMS,ADAMS - 001200,Superior Court Retention - Mary Jane Bowes,,NO,No,147,,,
ADAMS,ADAMS - 001220,Superior Court Retention - Mary Jane Bowes,,YES,Yes,155.584269662929,,,
ADAMS,ADAMS - 001210,Superior Court Retention - Mary Jane Bowes,,YES,Yes,71.415730337071,,,
ADAMS,ADAMS - 001220,Superior Court Retention - Mary Jane Bowes,,NO,No,112.404494382028,,,
ADAMS,ADAMS - 001210,Superior Court Retention - Mary Jane Bowes,,NO,No,51.595505617972,,,
ADAMS,ADAMS - 001230,Superior Court Retention - Mary Jane Bowes,,YES,Yes,130,,,
ADAMS,ADAMS - 001230,Superior Court Retention - Mary Jane Bowes,,NO,No,87,,,
ADAMS,ADAMS - 001120,Superior Court Retention - Mary Jane Bowes,,YES,Yes,1.438721136702,,,
ADAMS,ADAMS - 001250,Superior Court Retention - Mary Jane Bowes,,YES,Yes,104.019538188366,,,
ADAMS,ADAMS - 001240,Superior Court Retention - Mary Jane Bowes,,YES,Yes,137.397868561359,,,
ADAMS,ADAMS - 001140,Superior Court Retention - Mary Jane Bowes,,YES,Yes,0.143872113573,,,
ADAMS,ADAMS - 001120,Superior Court Retention - Mary Jane Bowes,,NO,No,0.781527531048,,,
ADAMS,ADAMS - 001250,Superior Court Retention - Mary Jane Bowes,,NO,No,56.504440497384,,,
ADAMS,ADAMS - 001240,Superior Court Retention - Mary Jane Bowes,,NO,No,74.635879218516,,,
ADAMS,ADAMS - 001140,Superior Court Retention - Mary Jane Bowes,,NO,No,0.078152753052,,,
ADAMS,ADAMS - 001260,Superior Court Retention - Mary Jane Bowes,,YES,Yes,298,,,
ADAMS,ADAMS - 001260,Superior Court Retention - Mary Jane Bowes,,NO,No,151,,,
ADAMS,ADAMS - 001270,Superior Court Retention - Mary Jane Bowes,,YES,Yes,209,,,
ADAMS,ADAMS - 001270,Superior Court Retention - Mary Jane Bowes,,NO,No,125,,,
ADAMS,ADAMS - 001280,Superior Court Retention - Mary Jane Bowes,,YES,Yes,178,,,
